"","Title","Name","Rating","DateReview","TextReview","TitleReview"
"1","Ghostbusters: Afterlife","doberman-75778","7/10","26 February 2022","I just saw the movie with my Family and we really enjoyed it... as I saw the originals I was 9 years old and now my son watched this one in the same age. I would recommend this movie, even with kids younger than 12 years."," A Family Movie with funny and a little scary moments..."
"2","Ghostbusters: Afterlife","aa-09317","9/10","6 January 2022","Best recreation of a formulaic 80s blockbuster since the 90s. Funny dialog that was just self aware enough to be enjoyable. It's been a long time since I watched a movie at home without picking up my phone. This movie held my attention and kept me entertained for the whole film."," Super fun and well done."
"3","Ghostbusters: Afterlife","nasuivalentin","10/10","10 January 2022","This is a wonderful casted and played movie, with a heart warming nostalgia moment here and there, that also stands out on it's own as a very fun new adventure. Everything was great about it, totally recommend."," Absolutely worth a watch"
"4","Ghostbusters: Afterlife","bryancy","8/10","20 November 2021","I hadn't read much about the movie before going, so I didn't realize that this time kids would be carrying the film. However, they were a good choice for the roles and great actors! Logan Kim added humor and was reminiscent of Ray's character, Finn Wolfhard was the perfect self conscious and sweet teenage big brother and McKenna Grace was phenomenal as the fearless, child science genius! Although her character was more mature, she also reminded me of Nick Solinski in ""Honey I Shrunk the Kids."" I enjoyed Celeste O'Connor as her tough acting character and would've liked to have seen her more involved in the ""busting."" Yes, Paul Rudd nailed the charming science teacher and Carrie Coon pulled off the resentful (rightfully so) daughter and no nonsense single mom. Both were hilarious as their alter egos! I felt that the movie was going full steam until it approached the ending. I'm trying not to give any spoilers but it's not that it was bad- it was just not an original storyline and it could've been! (Think of all of the villains the Marvel industry comes up with) It was touching and clever how they were able to integrate all four of the original Ghostbusters. Overall I am really glad to have seen this movie in the theater with the satisfying special effects, action and chase scenes. I think you will enjoy it and should watch it over this holiday season!"," Fun, Feel Good Film for the Family"
"5","Ghostbusters: Afterlife","camerynames","8/10","23 November 2021","It was kinda slow at first and kinda didn't make sense for a minute but over the corse of the movie everything begins to be explained. I do recommend seeing the original ghost busters movie first though."," Pretty good"
"6","Ghostbusters: Afterlife","aaronjcarter-06923","10/10","20 November 2021","The cinematography, story and characters brought back so much nostalgia and I honestly loved it so much. Definitely a 10/10 movie and the best movie I've watched all year so far!!"," This movie was so amazing"
"7","Ghostbusters: Afterlife","liampmcqal","8/10","20 November 2021","Honestly I loved it, the visuals, the story and the characters (Podcast being my favourite). Another great part was Egon's ghost, it looked just like an old Harold Ramis. The only thing that I wasn't a big fan of was that the original cast only appearing at the end."," One word... AWESOME!"
"8","Ghostbusters: Afterlife","chuckp-23023","10/10","1 December 2021","Perfect tribute to Egon!!!! The way they did this movie I am glad they went that way. The 2016 Ghostbusters was complete trash. I will see this movie over and over. Like the origionals I enjoyed it all. Thank you maker's of this version I was hoping for a ghost Egon. That is the only thing I wanted to see in this version. RIP Egon."," Great movie"
"9","Ghostbusters: Afterlife","prayudhaekatama","8/10","7 June 2022","I quite understand that this is not a film that can be accepted by all audience segments. For me who was born in the early 80's, this sequel connects well with the two early prequels (Ghostbusters I & II).What's interesting is the use of a ""family"" theme and a small town setting, giving it a different feel compared to its prequels which are centered on the ""business"" theme of exorcism services and set in a big city. Coupled with the absence of the late Harold Ramis (RIP) it was successfully adapted and added depth to the story (for those who are familiar with Ghostbusters, it will be touching).The scene for a few seconds when Ecto-1 was speeding in the field, although not something fancy for today's standards, made my child's soul burst.I really enjoy what you present Mr. Reitman, very grateful!PS: Honestly, I was a little worried when I heard that there would be another sequel after this. Hopefully they find a good script so that later it doesn't feel as repetitive as Ghostbusters I & II."," Popcorn from the 80s. not perfect, but tasty!"
"10","Ghostbusters: Afterlife","scottcopperpot","10/10","23 November 2021","Just watched the film last night, really enjoyed it! If you are a ghostbusters fan, then this will most definitely hit all the right points. The film has a great cast and amazing special effects that are also present in the film. It also contains many nice nods (easter eggs) that true fans will be able to spot and enjoy. Great little film altogether and this is a must watch for anybody out there that are either a fan of the ghostbuster's films or equally for anyone out there that may just like to enjoy family friendly, horror / fantasy films. The film itself is set within the ghostbuster's universe were films 1 and 2 still exist and are still canon but decides to mainly focus more on the first film's history rather than the 2nd film. Great soundtracks without the film, many which are also present with in the firsts film, which really help to add to the familiarity of the film and also helps to build upon tense scenes in the film."," Very good!"
"11","Ghostbusters: Afterlife","alanclethro","8/10","6 February 2022","After the previous one and other remakes I'm always sceptical to start it's fair to say!But, sorry to say only managed to watch it on tv rental, but thankful I do.Great cast, similar script but, in the end it matters not! Enough nods to the old original and cast to make it a throughly watchable and enjoyable flick!!!!"," Thoroughly enjoyable"
"12","Ghostbusters: Afterlife","s-98407","8/10","27 November 2021","Well made. Great acting. This movie deserves all the views it can get. Ghostbusters:Afterlife is a great throwback to the 1980's and it is a very sweet movie. For Harold."," Ghostbusters"
"13","Ghostbusters: Afterlife","hendersonwilliam-35890","10/10","30 January 2022","If you like me were a child when the very first one came out then you must watch this I love it.Iv got great memories of sitting in the cinema with my friend and his mom and this brings it all back its a perfect homage to Harold Ramis."," Reminiscent"
"14","Ghostbusters: Afterlife","millerea-19794","10/10","22 February 2022","A really awesome reboot to attract the newest generation, while still keeping true to original story for us old-timers. Plenty of action, special effects and heart warming moments. Great acting across the board. I watched original GB's with my dad as a little kid in the 80's and I just watched Afterlife with my 18 yr old son! 👍🏻👍🏻"," Excellent"
